ISBN,book_title,genre
0375400141,Christ: A Crisis in the Life of God,"Person And Offices|Biblical Teaching|Criticism, Interpretation, Etc|Incarnation|Bible As Literature"
0671786113,Fair Haven,HistoryTiffany and Company|Jewelry trade--History|Jewelry trade--United States--History
1854592726,My Night With Reg,General & Miscellaneous Drama
0062554468,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,"Codependency|Substance Abuse|Patients|Family Relationships|Self-care, Health"
0670874868,Charlotte Bronte and Jane Eyre,"Juvenile Literature|Novelists, English|Biography|Autobiographical Fiction, English|History And Criticism|Women In Literature|Authors, English|Women"
0932379966,Just Say Yes: A Novel,Lesbians|Lesbians--Fiction
0743202643,Queen of Ambition,Fiction|General
0395353009,The Prince of Tides,Brothers and sisters--Fiction|Fiction
2901076181,"Agrippine, tome 3 : Les combats d'Agrippine","Comic books, strips, etc|Comic books, strips, etc--France"
0811814165,Hush Little Baby,Music|Poetry - Assorted Topics|Children - Fiction & Literature|Children - Family & Growing Up
0670839434,The Friendly Dickens: Being a Good-Natured Guide to the Art and Adventures of the Man Who Invented Scrooge,"Novelists, English"
1570541876,Hemp Bracelets,Macramé|Beadwork|Bracelets|Handicraft
042516313X,Breathing Lessons,Fiction|Romance
039555991X,Curious George Goes to an Air Show,Children's Fiction|General
0060176539,Breakthrough: The Next Step,Unexplained Phenomena
0563555920,Verdigris (Doctor Who (BBC Paperback)),Literary Collections
0394744403,Alexis Lichine's Guide to the wines and vineyards of France,Wine and wine making--Guidebooks|Wine and wine making--France--Guidebooks|Guidebooks
0804831416,Complete Wing Chun: The Definitive Guide to Wing Chun's History and Traditions (Tuttle Martial Arts),Kung Fu
0425197255,Ill Wind,Detective Fiction|Women Detectives - Fiction|Police Stories|Character Types - Fiction
0553483544,"Ellen's Family Secret (The Unicorn Club , No 9)",Children's Fiction|General
0007101503,Origami (Collins Gems Series),Origami & Paper Folding
0716204223,"Everyday science, everyday God",Religion and science|God
1564780805,Nightwood: The Original Version and Related Drafts,"Criticism, TextualBarnes, Djuna|Lesbians in literature|Lesbians|Lesbians--Fiction|Sex addicts--Fiction"
1880188481,Hawaii Pono: An Ethnic and Political History,History
077832043X,Dark Road Home (Mira),Fiction|Mystery & Detective
1585671274,South from the Limpopo: Travels Through South Africa,Travel|Africa
1570620849,A Book of Surrealist Games,"Surrealist games|Arts, Modern--Themes, motives"
156414674X,Crop Circles: Signs of Contact,Body|Mind &amp; Spirit|Unexplained Phenomena
8441402787,"Un marido ideal, una mujer sin importancia",General & Miscellaneous Drama|British & Irish Drama
0787107301,Shattered: In the Eye of the Storm,"Resnick, Faye D|Trials (Murder)|Trials (Murder)--California--Los Angeles"
0931742080,Conversations With Pioneer Women (Oregon country library),Women Pioneers|Biography|Frontier And Pioneer Life|Oral History
0440225183,Into the Sunset,Marshals|Crime
006019636X,"Bobbi Brown Teenage Beauty: Everything You Need to Look Pretty, Natural, Sexy &amp; Awesome",Teens - Health & Fitness
847615562X,Estadistica - Schaum 2b: Edicion,Literary Collections
0765342286,Jumper : A Novel (Jumper),Runaway teenagers|Runaway teenagers--Fiction
0935999019,Lesbian Letters,Lesbians--Literary collections
0895772280,Gothic Treasure Trove,"Horror Tales, American|Romance Fiction, American|American Fiction|Women Authors|Horror Tales, English|Romance Fiction, English|English Fiction"
0515125504,The Facts of Death (James Bond Spy Series),Fiction|Action & Adventure
038080817X,T2: Rising Storm (T2),Fiction|Science Fiction
042513525X,Hideaway,Children's Fiction|General
081332615X,Scarlet Memorial: Tales of Cannibalism in Modern China,Regional Chinese History
157062030X,WAYS OF THE CHRISTIAN MYSTICS (Shambhala Pocket Classics),Mysticism - History
097115693X,Beyond The Siddhis: Supernatural Powers and the Sutras of Patanjali,Religion|Spirituality
0399131876,Outbreak,
075640147X,Space Inc.,Short Story Anthologies|Other Science Fiction Categories
046087344X,Tess of the D'Urbervilles: A Pure Woman (Everyman's Library),Children's Fiction|Classics
037344186X,"Pop-Up Dating (Harlequin Flipside, No. 12)",Fiction|Romance
051509465X,Dancing On My Grave Gelsey Kirkland,Ballet & Classical Dance|Dancers & Choreographers - Biography
096965202X,Boy's night out,Literary Collections
188765416X,Cats Out of the Bag: 401 Purr-Fectly Pleasing Tidbits for Cat Lovers,Cats - General & Miscellaneous
0375505210,Best Lawyer in A 1 Lawyer Town: A Memoir,"Bumpers, Dale|United States. Congress. Senate|Legislators|Legislators--United States--Biography|Governors|Governors--Arkansas--Biography|Lawyers|Lawyers--Arkansas--Biography|Politics and government"
2714433030,Nu masculin assis: Roman,
081671911X,Here in My Heart (Hampstead High),Literary Collections
0070522359,"The S.P.I.N. Selling Fieldbook: Practical Tools, Methods, Exercises and Resources","Selling|Handbooks, Manuals, Etc|Sales Promotion"
0805035028,Sex Crimes: Ten Years on the Front Lines Prosecuting Rapists and Confronting Their Collaborators,Public Prosecutors|Biography|Sex Crimes
0753451425,A Baby for Grace (Little Encyclopedias),Children's Fiction|Family
067187263X,The MIDNIGHT CLUB : THE MIDNIGHT CLUB,Children's Fiction|General
1551521113,Calgary: the Unknown City,Cities of Canada - Travel|Alberta - Travel|Travel - Cities of Canada
0425101797,Dreams Are Not Enough,Fiction|Fiction Subjects
037540273X,Beloved : Gift Edition,Fiction|General
3421051496,Mein Leben,Critics
043940987X,"When Sophia Gets Angry: Cuando Sofia Se Enoja, Se Enoja de Veras",Literary Collections
157673854X,The Lotus and the Cross: Jesus Talks with Buddha,Family &amp; Relationships|General
0345441508,Last Breath: Cautionary Tales from the Limits of Human Endurance,Health|Outdoor & Adventure Sports
067100767x,Rain,Psychology
0803297033,"Waheenee, an Indian Girl's Story",Hidatsa Indians--Social life and customs|Hidatsa Indians|Hidatsa Indians--Biography
2253145645,La Vie interdite,Fiction
1892389487,Ghosts of Yesterday,Short Story Collections|Other Fantasy Fiction Categories
0345417739,Passing Remarks,Lesbians|Fiction
020172796X,Photoshop 6 ImageReady 3 Hands-On Training (With CD-ROM),Adobe Photoshop
193110901X,"The Concierge Manual, Second Edition",New Businesses|Small Business Management
0590483455,"The Horror at Camp Jellyjam (Goosebumps, No 33)",Horror Tales
158621036X,"Rich Dad's Cashflow Quadrant : Employee, Self-Employed, Business Owner, or Investor...Which Is the Best Quadrant for You? (Rich Dad's (Audio))",Literary Collections
066932972X,Heath Anthology of American Literature (Heath Anthology of American Literature),American Literature Anthologies
0060551895,Transformations of Myth Through Time,Mythology
0002557290,From Stone Orchard: A collection of memories,"Homes and hauntsFindley, Timothy|Authors, Canadian|Farm life|Farm life--Ontario--Cannington Region"
0451410211,Some Survive,Identity (psychology)
0375503773,A Song I Knew by Heart : A Novel,Traffic accident victims--Family relationships|Traffic accident victims--Family relationships--Fiction|Women|Women--South Carolina--Fiction|Women--Massachusetts--Fiction|Daughters-in-law|Daughters-in-law--Fiction|Mothers-in-law|Mothers-in-law--Fiction|Widows|Widows--Fiction|Grief|Grief--Fiction|Domestic fiction
082294183X,"Writing the Siege of Leningrad: Women's Diaries, Memoirs, and Documentary Prose (Pitt Series in Russian and East European Studies)",History|Europe
0446526339,The Martian Race,Interplanetary voyages|Interplanetary voyages--Fiction
351802583X,Miramar: ErzÃ¤hlungen,Literary Collections
0060185430,Ladies of the Grand Tour : British Women in Pursuit of Enlightenment and Adventure in Eighteenth-Century Europe,British--History|Voyages and travels--History|Women--Social conditions|Travel--History|Women travelers--History|Women--England--Social conditions
0815339267,"Modern Dramatists: A Casebook of the Major British and American Playwrights (Studies in Moderndrama, 14)",English Drama|History And Criticism|American Drama
0345401956,Ancient Mysteries,"Civilization, Ancient--Miscellanea|Antiquities--Miscellanea|Curiosities and wonders"
225300927X,ABC Contre Poirot,Fiction
006109899X,Once a Knight,Fiction|Romance
055337320X,The Pill Book (Pill Book (Quality Paper)),Basic Sciences|Health|Reference - Medicine
0929448103,From Consciousness to Consciousness,Literary Collections
0373255411,"Virgin And The Unicorn (Harlequin Temptation No, 441)",Literary Collections
0553100165,Circle Round: Raising Children in Goddess Traditions,Witchcraft|Families--Religious life|Child rearing--Religious aspects--Goddess religion
0060594233,Dark Places,Americans|Americans--Nepal--Fiction|Wilderness areas|Wilderness areas--Fiction|Serial murders|Serial murders--Fiction|Backpacking|Backpacking--Fiction|Hiking|Hiking--Fiction
074592803X,A Light in the Window (The Mitford Trilogy : Book 2),Fiction|Religious
038542339X,The Art of the Personal Essay: An Anthology from the Classical Era to the Present,General & Miscellaneous Essays|Literature Anthologies - General & Miscellaneous
0553582534,Temporary Mistress (St. John-Duras),Romantic Fiction Themes
0813321204,"Requiem for the Sudan: War, Drought, and Disaster Relief on the Nile",Disaster relief|Disaster relief--Sudan|Politics and government
0425101703,The Ultimate Secrets of Total Self-Confidence,Self-Help|General
088908890X,Getting Publicity: A Do-It-Yourself Guide for Small Business and Non-Profit Groups,Business &amp; Economics|Public Relations
074321675X,The Measure of All Things : The Seven-Year Odyssey and Hidden Error That Transformed the World,History|Europe
034027753X,Asterix in Belgium (Asterix in Belgium),Literary Collections
059044817X,The Prince and the Pauper,Fiction|Action & Adventure
0141003030,Octopussy (James Bond 007),"Bond, James|Bond, James (Fictitious character)|Bond, James (Fictitious character)--Fiction|Spy stories, English"
0804831297,"The Art of Expressing the Human Body, Volume 4 (Bruce Lee Library)",Bodybuilding--Training|Physical fitness
0486242056,Victorian and Edwardian Fashion: A Photographic Survey,Fashion|History|Clothing And Dress
082543761X,Hammering at the Doors of Heaven (Fires of Faith Series/Christine Schneider),Literary Collections
360893099X,Dem Denken auf der Spur. Der Weg der Kognitionswissenschaft.,Medical|Neuroscience
043942089X,The Thief Lord,Children's Fiction|Family
082175310X,The Shattered Rose,Fiction|Romance
0805008438,Marilyn: Among Friends,Motion picture actors and actresses|Motion picture actors and actresses--United States--Biography
0380726475,"Descartes' Error : Emotion, Reason, and the Human Brain",Emotions--Physiological aspects|Reason--Physiological aspects|Neuropsychology
0671240404,LIFE COUNTSS TLSTY,Wives|Wives--Russia--Biography
0899199585,Enough's Enough: And Other Rules of Life,Politics and government--Humor|Social life and customs--Humor
0195069862,"Cost of Competence: Why Inequality Causes Depression, Eating Disorders, and Illness in Women","Feeding and Eating Disorders--psychology|Women--Mental health--Sociological aspects|Sex role|Achievement motivation in women|Self-esteem in women|Eating disorders|Somatization disorder|Depression, Mental|Anxiety|Depression in women|Anxiety in women|Women--psychology|Prejudice|Gender Identity|Depressive Disorder--psychology|Somatoform Disorders--psychology"
0395428572,Way Things Work,Technology|Technology--Popular works|Technology--Juvenile literature
0060957182,100 Books for Girls to Grow On,"Young Adult Fiction, American|Bibliography|Young Adult Fiction|Stories, Plots, Etc|Examinations, Questions, Etc|Children's Stories|Girls In Literature|Young Adult Fiction, English|Children's Stories, American|Children's Stories, English|Girls|Books And Reading|Best Books"
0500202508,Toulouse-Lautrec (World of Art),Artists|Artists--France--Biography
0765309289,The Last Days,Americans|Americans--Middle East--Fiction|Palestinian Arabs|Palestinian Arabs--Fiction
074344504X,The Prisoner,Comics &amp; Graphic Novels|Graphic Novels
039914644X,Healing ADD: The Breakthrough Program That Allows You to See and Heal the Six Types of ADD,Health &amp; Fitness|Healthy Living
0061032069,Daughter of the Game,Fiction|General
067942363X,The Angel Carver,Literary Collections|Continental European
014023778X,Unsettling America: An Anthology of Contemporary Multicultural Poetry,Poetry Anthologies|American Poetry|American Literature Anthologies
0679772871,The Magic Mountain,Sanatoriums|Sanatoriums--Fiction
0809434903,Cleaning,Literary Collections
007554508X,Adelante!: A Cultural Approach to Intermediate Spanish,Literary Collections
044175676X,Sea of Death,Comics &amp; Graphic Novels|Graphic Novels
0802713920,The Hidden Language of Baseball: How Signs and Sign Stealing Have Influenced the Course of Our National Pastime,Baseball signs and signals--History|Baseball signs and signals--United States--History
0439142636,"The Next Passage (Animorphs. Alternamorphs, 2)",Science Fiction|Metamorphosis
038079439x,Expendable,Exploration
0460873113,Wuthering Heights and Poems (Everyman Paperback Classics),Literary Collections
039396874X,America a Narrative History,Literary Collections
0843945125,Weston's Lady,Romance
0789457075,DK Readers: A Bed For Winter (Level 1: Beginning to Read),Children - Animals|Children - Fiction & Literature
037348402X,State Secrets,Fiction|Romance
0385249217,Drive: The Story of My Life,Boston Celtics (Basketball team)|Basketball players|Basketball players--United States--Biography
0679405062,The New Great Vintage Wine Book,Wine And Wine Making
030712939X,Best Friends,Literary Collections
0060912553,MENSA THINK-SMART BO,"Intellect|Problems, Exercises, Etc|Puzzles|Questions And Answers"
3257061153,Kalt ist der Abendhauch: Roman,German language|German language--Fiction
0375704930,A Sleeping Life,"Wexford, Inspector (fictitious Character)|Police"
0198536895,"Symmetry in Chaos: A Search for Pattern in Mathematics, Art, and Nature",Symmetry|Chaotic behavior in systems
